"Peak_ID","Mass","RT","relation.ship","codadw","charge","peakid","identification"
491,132.0422419,10.6683310683333,"fragment?",0.987231351,NA,491,"""C04181,  C04106,  C06010,  C11838,  HMDB00576,  4-HYDROXY-2-KETOVALERATE,  HMDB00622,  HMDB00661,  DIHYDROXYPENTANEDIONE,  2-ACETO-LACTATE,  HMDB02001,  C03589,  HMDB06833,  HMDB06855,  HMDB01844,  CPD-10775,  CPD-10773,  C00900,  DEOXYRIBONOLACTONE,  C00489,  C02674"""
492,117.9417878,6.61364368,"fragment?",0.989875276,NA,492,""
493,578.4919075,3.42183752833333,"576.48+H2",0.968295576,NA,493,"""HMDB07074,  HMDB07242"""
494,245.915493,3.57925197666667,"bp",0.961079146,1,494,""
495,119.0663982,7.02377499833333,"fragment?|C13 isotope #1",0.917234766,NA,495,""
496,156.0423546,7.023342085,"bp",0.935027439,1,496,"""C06760,  C04112,  C04171,  C06210,  C06321,  DIHYDRO-DIOH-BENZOATE,  CPD-9451,  C04634,  C04558,  C04559"""
497,189.0177542,5.00758402,"potential bp",0.995195369,NA,497,""
498,206.8744973,22.6370216666667,"bp",0.979047768,1,498,""
499,177.0020834,10.2053920983333,"fragment?",0.930706338,NA,499,""
500,145.0375411,8.31954171333333,"fragment?",0.987108723,NA,500,"""L-THREO-3-METHYL-ASPARTATE,  C05572,  HMDB01552,  C00940"""
501,288.739579,3.42375034,"290.76-H2",0.965351695,NA,501,""
502,204.876284,23.2870843,"bp",0.963042589,1,502,""
503,356.0012018,10.2076265433333,"potential bp|S34 isotope #1",0.959510235,NA,503,""
504,260.2065265,3.493587865,"262.22-H2",0.967932108,NA,504,""
505,361.110038,4.11060196333333,"fragment?",0.969568216,NA,505,""
506,117.9358346,13.8234876216667,"bp",0.997647719,1,506,"CPD-4422"
507,254.1155963,4.75449290166667,"potential bp",0.967185998,NA,507,""
508,259.1985592,3.50619679,"potential bp",0.967130372,NA,508,""
509,158.0943164,3.98373244,"fragment?",0.96604534,NA,509,"""HMDB10721,  HMDB00909,  HMDB00451,  ETHYL-3-OXOHEXANOATE,  C02975,  C16652,  C16655"""
510,182.0580296,7.61919068333333,"bp",0.989640705,1,510,"""isohomovanillic acid,  C04044,  3-Methoxy-4-hydroxyphenylglycolaldehyde,  CPD1A0-6126,  CPD-11876,  HMDB00423,  HMDB00755,  HMDB02643,  HMDB00118,  CPD0-1464,  3-(3-hydroxyphenyl)-3-hydroxypropanoic acid,  HMDB00333,  C03964,  3, 4-Dihydroxyhydrocinnamic acid,  HMDB04061,  C03672,  C05582,  C05583,  C10680,  C10447,  homovanillic acid,  C12622,  hydroxyphenyllactic acid"""
511,285.1059824,10.9582550016667,"hexose",0.963064109,NA,511,""
512,143.9244982,10.5895893083333,"bp",0.981114552,1,512,""
513,149.0511047,9.04051157,"bp",0.974719321,1,513,"""CPD0-1577,  STD_METHIONINE,  MET,  HMDB00696,  methionine,  C01733,  StdMix1_17,  L-PENICILLAMINE,  C07419,  C07418,  C00855,  CPD-9300,  CPD-218,  C00073,  CPD-7702"""
514,297.9266602,21.18074845,"potential bp",0.990163587,NA,514,""
515,215.8401555,22.4002085833333,"bp",0.991271268,1,515,""
516,613.8044385,21.0061282333333,"potential bp",0.987172791,NA,516,""
517,182.0441149,8.10873544333333,"fragment?",0.988026065,NA,517,"""methyluric acid,  CPD-12481,  CPD-12489,  HMDB11107,  HMDB01973,  HMDB01970,  HMDB03099,  C16355,  C16359"""
518,225.1856427,3.49496641166667,"double bond",0.954123192,NA,518,""
519,342.1163072,10.6956354116667,"bp",0.941158851,1,519,"""LACTOSE,  CPD-8257,  CPD-8253,  C04219,  C04147,  C18068,  HMDB00975,  C06373,  C06421,  C06422,  C08240,  LINEAR-ALPHA-GLUCAN,  C08250,  HMDB00740,  HMDB00055,  HMDB00048,  HMDB00163,  HMDB00186,  HMDB00258,  HMDB02923,  CELLOBIOSE,  C01711,  C01725,  C01728,  C01742,  INULOBIOSE,  C01970,  C01971,  trehalose,  CPD-12789,  C03857,  C01235,  C01518,  C01522,  C01520,  CPD-10299,  CPD-10463,  3-BETA-D-GLUCOSYLGLUCOSE,  HMDB06603,  C15548,  HMDB06792,  ALLOLACTOSE,  C01083,  MALTOSE,  SUCROSE,  StdMix1_87,  MELIBIOSE,  C05400,  C05402,  maltose,  HMDB11742,  HMDB11740,  C07064,  CPD-10684,  sucrose,  CPD-10703,  CPD-10816,  C00897,  CPD-3605,  ALPHA-KOJIBIOSE,  C02964,  CPD-3561,  TREHALOSE,  CPD-221,  CPD-230,  StdMix2_77,  C00089,  CPD-458,  HMDB05826,  C00208,  CPD-1243,  C00243,  C00252,  C00185,  ALPHABETA-TREHALOSE,  BETA-KOJIBIOSE,  ALPHA-MALTOSE,  CPD-13399,  C02049,  C02048"""
520,441.8677028,21.1163023833333,"potential bp",0.990722357,NA,520,""
521,200.0144758,4.00185587166667,"fragment?",0.960311189,NA,521,""
522,202.0301778,3.886208325,"fragment?",0.956765864,NA,522,""
523,232.1752121,3.55860245666667,"234.19-H2",0.971590732,NA,523,""
524,477.2856741,4.52640683833333,"bp",0.98722798,1,524,"""lysoPE(18:2),  HMDB11507,  HMDB11477"""
525,141.9266184,10.596264865,"fragment?",0.984006397,NA,525,""
526,233.0666369,7.03508138,"potential bp",0.916850185,NA,526,""
527,334.2147746,4.82582854833333,"potential bp",0.943894494,NA,527,"""C18173,  C11876,  HMDB02710,  HMDB02752,  HMDB04238,  HMDB04236,  HMDB04234,  C15159,  C05949,  C05957,  C05954,  C05955,  C05958,  C05953,  C09125,  C09150,  C14913,  HMDB01244,  C14504,  C14815,  HMDB05073"""
528,180.0648764,6.84963420166667,"potential bp",0.983652781,NA,528,"""HMDB02825,  C13747,  CPD-12479,  3-7-DIMETHYLXANTHINE,  C07480,  HMDB01860,  HMDB01889,  C07130,  C07131,  1-7-DIMETHYLXANTHINE"""
529,375.2524312,3.96008132833333,"bp",0.982746202,1,529,""
530,174.9940044,5.42769996666667,"bp",0.994994068,1,530,""
531,202.0454464,10.7024019883333,"potential bp",0.978427162,NA,531,"CPD0-2089"
532,192.027105,9.19986125666667,"bp",0.990897579,1,532,"""CPD0-1612,  CIT,  HMDB00094,  HMDB00193,  threo-d(s)-iso-citrate,  C03921,  C03600,  HMDB06511,  HMDB01874,  5-KETO-4-DEOXY-D-GLUCARATE,  THREO-DS-ISO-CITRATE,  C00451,  C00311,  C00679,  StdMix2_85,  CPD-13907,  HMDB05971,  C02780,  C00158,  C04617,  C04575"""
533,141.9934328,22.7393526333333,"bp",0.990925549,1,533,""
534,166.0481791,3.92361505,"fragment?",0.9500811,NA,534,"""HMDB00867,  HMDB00539,  C01687,  C01685,  C05412,  C05411,  C00878,  C00545,  C00502"""
535,161.1052749,8.72480646,"bp",0.950074434,1,535,"""HMDB00062,  carnitine,  C15025,  CARNITINE,  C00318,  StdMix2_29,  D-CARNITINE"""
536,190.0478462,8.47210955,"bp",0.984770662,1,536,"""C04049,  C06201,  C05601,  C00944,  DEHYDROQUINATE"""
537,182.9991989,4.99702841,"potential bp",0.959172355,NA,537,""
538,195.9132004,22.4919233666667,"fragment?",0.982706325,NA,538,""
539,468.3817135,3.53724639666667,"bp",0.970002463,1,539,""
540,230.0027994,9.436292975,"potential bp",0.97166489,NA,540,""
541,226.0770851,3.89948936666667,"potential bp",0.945296772,NA,541,"CPD0-1294"
542,147.0725131,10.5669831933333,"bp|C13 isotope #1",0.949404611,NA,542,""
543,201.1811034,3.767609975,"bp|C13 isotope #1",0.964496029,NA,543,""
544,132.042245,10.5496562416667,"130.03+H2",0.984266378,NA,544,"""C04181,  C04106,  C06010,  C11838,  HMDB00576,  4-HYDROXY-2-KETOVALERATE,  HMDB00622,  HMDB00661,  DIHYDROXYPENTANEDIONE,  2-ACETO-LACTATE,  HMDB02001,  C03589,  HMDB06833,  HMDB06855,  HMDB01844,  CPD-10775,  CPD-10773,  C00900,  DEOXYRIBONOLACTONE,  C00489,  C02674"""
545,75.03162492,11.0074804333333,"bp",0.966794352,1,545,""
546,369.1692982,3.61459024,"bp",0.952558073,1,546,"""C11773,  PEPTIDE_659"""
547,151.8939279,10.0907792933333,"potential bp",0.9914174,NA,547,""
548,153.891005,10.0843269416667,"potential bp",0.990994037,NA,548,""
549,175.048072,10.0887692416667,"bp",0.964983845,1,549,"""HMDB00812,  C01042,  C01045,  C05520,  C05524,  CPD-600,  HMDB03470"""
550,207.110591,9.75496473166667,"potential bp",0.948902643,NA,550,"""C07708,  C12067,  C02852"""
551,79.92581957,10.5534280216667,"fragment?",0.992093948,NA,551,""
552,127.0104438,10.720917775,"halogen (F) exchange (hydroxy)",0.944207436,NA,552,""
553,173.0689273,5.17659154,"bp",0.95939578,1,553,"""N-ACETYLGLUTAMATE_SEMIALDEHYDE,  C01250,  HMDB06488,  C17366,  CPD-469,  C12121"""
554,328.1371585,9.389426095,"2-mer",0.91513896,NA,554,""
555,174.1003677,9.76989870333333,"potential bp",0.958795973,NA,555,"""N-acetylornithine,  PEPTIDE_118,  THEANINE,  C01047,  CPD0-2182,  CPD-9384,  C00437,  StdMix2_37,  HMDB03357,  N-ALPHA-ACETYLORNITHINE"""
556,247.9120502,3.479896715,"potential bp",0.958765795,NA,556,""
557,312.1171517,10.6662744616667,"potential bp",0.932116852,NA,557,""
558,188.1413279,3.90403806666667,"bp",0.9804433,1,558,"""HMDB10725,  C18067,  HMDB02203,  C02774"""
559,345.1149677,4.49627116833333,"potential bp",0.968074037,NA,559,"""HMDB01913,  C07324,  HMDB05009"""
560,133.8936526,10.0374942833333,"fragment?",0.981498177,NA,560,""
561,212.141402,4.01243167666667,"fragment?",0.960828739,NA,561,"""C08482,  C08509,  C16311,  C16309"""
562,177.0460613,5.059877335,"bp",0.967217496,1,562,"""C08265,  C08295,  C03145,  CPD-9307,  CPD-9269,  HMDB01015"""
563,213.1856126,3.529723585,"211.17+H2",0.958438716,NA,563,""
564,132.0898811,14.6420618316667,"bp",0.987520202,1,564,"""CPD0-1941,  HMDB00214,  L-ORNITHINE,  C01602,  C01603,  24DINH2-PENTANOATE,  C03943,  STD_ORNITHINE,  CPD-217,  C00516,  C00515,  StdMix2_51,  C00077,  HMDB03374,  ornithine"""
565,507.8393998,21.0002118833333,"potential bp",0.98915198,NA,565,""
566,124.9093266,22.29962625,"bp",0.992565046,1,566,""
567,267.0251349,6.86681921666667,"potential bp",0.93456172,NA,567,""
568,330.2563093,3.58763021166667,"332.27-H2",0.959948304,NA,568,"""C16184,  C11896,  LMPR0104390004,  docosapentaenoic acid,  (5Z, 7E)-(1S, 3R)-23, 24-dinor-9, 10-seco-5, 7, 10(19)-cholatriene-1, 3-diol,  C15421,  C15413,  HMDB06528,  TAXA-42011-DIEN-5-ALPHA-YL-ACETATE,  HMDB01976,  HMDB13123,  C16513,  C16514,  C16515"""
569,210.0740046,9.37657388166667,"potential bp",0.964079787,NA,569,"""C08355,  C08236,  CPD-12339,  SEDOHEPTULOSE,  HMDB03219,  C02076"""
570,83.96117692,10.2680037083333,"bp",0.978674607,1,570,"""C01485,  CHLORATE"""
571,116.0473552,6.57233829666667,"bp",0.982174297,1,571,"""C06255,  HMDB00720,  HMDB00019,  HMDB12233,  HMDB00310,  2-keto-isovalerate,  C03273,  CPD0-2053,  HMDB01865,  HMDB03771,  2-KETO-ISOVALERATE,  C00141,  C02233,  CPD-7705"""
572,466.3117555,3.46863769333333,"bp",0.966615647,1,572,"""C18043,  HMDB00653,  cholesterol sulfate"""
573,576.4761646,3.42725318833333,"578.49-H2",0.968831457,NA,573,"""HMDB07076,  HMDB07075,  HMDB07300,  HMDB07271"""
574,180.0423563,7.11717689833333,"bp",0.978527769,1,574,"""HMDB00707,  C01405,  C01406,  HMDB02130,  C01481,  C01197,  C01179,  HMDB06915,  C05351,  C05350,  HMDB11663,  HMDB01879,  HMDB01964,  HMDB03501,  C12623,  StdMix2_63,  P-HYDROXY-PHENYLPYRUVATE"""
575,134.0655588,4.67965350833333,"bp",0.949934947,1,575,""
576,458.1943705,4.01717187333333,"CO2",0.973744105,NA,576,""
577,295.2274117,3.4557376,"297.24-H2",0.963073296,NA,577,"""CPD-8204,  CPD-10320,  CPD-12192,  18-OXOOLEATE"""
578,135.02491,10.8822506416667,"bp|C13 isotope #1",0.936539912,NA,578,""
579,212.0089436,10.3904564183333,"209.99+H2",0.937344046,NA,579,"""DEOXY-D-RIBOSE-1-PHOSPHATE,  C17947,  CPD-12166"""
580,246.1908059,3.52132872833333,"potential bp",0.965476541,NA,580,""
581,198.9762739,4.78881666666667,"potential bp",0.953191688,NA,581,""
582,152.0334501,8.9919987,"bp",0.972175992,1,582,"""HMDB00786,  HMDB00292,  xanthine,  StdMix1_63,  C07599,  XANTHINE,  C00385,  HMDB01182"""
583,247.0925991,4.16275256166667,"bp|C13 isotope #1",0.948782462,NA,583,""
584,446.3398181,3.52508159833333,"448.36-H2",0.972258031,NA,584,"""C15792,  C14505,  C14578,  CPD-718,  C14158"""
585,259.0634898,9.85071571333333,"fragment?|S34 isotope #1",0.930390447,NA,585,""
586,159.1260026,8.72197299333333,"fragment?",0.94988802,NA,586,"""HMDB00991,  CPD-3687"""
587,162.9940195,5.651264635,"fragment?",0.974151837,NA,587,""
588,118.0630327,5.42388715333333,"fragment?",0.975437996,NA,588,"""HMDB00410,  HMDB00407,  HMDB00531,  HMDB00642,  HMDB00754,  HMDB00396,  HMDB00351,  HMDB00354,  HMDB02011,  HMDB01863,  HMDB01987,  C02804"""
589,174.1116814,16.6533504283333,"bp",0.991704893,1,589,"""HMDB00517,  STD_ARGININE,  arginine,  StdMix1_46,  C00792,  C00062,  HMDB03416,  C02385,  ARG"""
590,236.9609895,22.6608282,"potential bp",0.964280067,NA,590,""
591,154.0242204,10.7088604683333,"fragment?",0.975644793,NA,591,""
592,231.0202265,4.351302555,"potential bp",0.968677377,NA,592,""
593,197.0616591,9.85996823666667,"bp|C13 isotope #1",0.956042249,NA,593,""
594,298.1603656,3.52515479833333,"methylation (-H2O)",0.952430401,NA,594,""
595,234.6925875,3.52501091166667,"232.68+H2",0.953965433,NA,595,""
596,122.9978195,7.42104588333333,"fragment?|S34 isotope #1",0.983782951,NA,596,""
597,272.235196,3.65822767,"bp",0.960979879,1,597,"""HMDB10734,  C18218,  hydroxy-hexadecanoic acid"""
598,156.0787368,4.14366747833333,"bp",0.979999501,1,598,""
599,140.0359624,4.67296173333333,"bp|O18 isotope #1",0.942430209,NA,599,""
600,150.0527848,10.7103998716667,"fragment?",0.988333192,NA,600,"""ARABINOSE,  C06115,  CPD1A0-6282,  CPD-6001,  C08346,  C08354,  C08353,  CPD-11896,  CPD-11897,  BETA-L-ARABINOSE,  LYXOSE,  HMDB00646,  HMDB00621,  HMDB00751,  HMDB00098,  HMDB12194,  C11476,  C11477,  CPD0-1110,  CPD0-1108,  HMDB00283,  HMDB12325,  HMDB00366,  StdMix3_11,  C01394,  C01396,  C01510,  C01508,  CPD-10330,  C01488,  CPD-12045,  CPD-12046,  CPD-12043,  CPD-12044,  CPD-12049,  CPD-12047,  C05052,  ribose,  L-XYLOSE,  L-RIBULOSE,  CPD-10776,  CPD-10774,  HMDB01644,  C00476,  L-LYXOSE,  C00309,  C00310,  C00312,  APIOSE,  CPD-227,  C00508,  L-XYLULOSE,  StdMix2_70,  C02604,  C00216,  C00259,  HMDB03371,  RIBOSE,  BETA-D-XYLOSE,  C00121,  C00181,  D-XYLULOSE,  C02204,  C02205,  C02479,  XYLOSE,  C02096,  C16639,  PENTOSE-RING,  D-RIBULOSE"""
601,223.6716397,3.51220074,"bp|C13 isotope #1",0.94584071,NA,601,""
602,363.8986197,21.130818,"potential bp",0.990659853,NA,602,"C14513"
603,226.0671929,3.93486539666667,"fragment?",0.957478165,NA,603,""
604,202.0631398,4.27878652666667,"potential bp",0.950867357,NA,604,"""C03569,  CPD-927"""
605,378.168131,4.567846,"potential bp",0.939135581,NA,605,"""C08757,  C09517,  C09433,  C09362,  PEPTIDE_845"""
606,203.1159349,8.721012545,"+/-COCH2",0.950203322,NA,606,"""acetylcarnitine,  HMDB00201,  O-ACETYLCARNITINE,  StdMix3_20,  (-)o-acetylcarnitine"""
607,237.1856353,3.47528033333333,"fragment?",0.956169682,NA,607,""
608,847.5951597,3.92302201166667,"bp",0.983719877,1,608,""
609,166.0630406,4.87451409833333,"fragment?",0.936801127,NA,609,"""CPD1A0-6125,  desaminotyrosine,  HMDB00779,  HMDB00748,  C11457,  homovanillin,  HMDB00375,  HMDB02229,  phenoxypropionic acid,  C01744,  phenyllactic acid,  C11380,  HMDB02072,  C01456,  HMDB02199,  C01198,  C03080,  C05607,  C05581,  3-(3-hydroxyphenyl)propanoic acid,  C10712,  4-methoxyphenylacetic acid,  VERATRALDEHYDE,  C12206,  C02201,  C02363,  HMDB05175"""
610,178.0478024,9.15375723666667,"bp",0.986589947,1,610,"""MYO-INOSOSE,  C06892,  2-DEHYDRO-3-DEOXY-D-GALACTONATE,  2-DEHYDRO-3-DEOXY-D-GLUCONATE,  GLC-D-LACTONE,  HMDB00150,  HMDB02541,  C03932,  C03926,  StdMix3_10,  C01216,  L-SORBOSONE,  D-GALACTONO-1-4-LACTONE,  C01115,  C01040,  C03107,  C03383,  C03269,  GLUCONOGAMMALACTONE,  C17577,  C05394,  C05410,  HMDB01385,  HMDB01353,  L-GULONO-1-4-LACTONE,  CPD-9062,  CPD-9056,  CPD-9055,  CPD-155,  CPD-365,  C00691,  CPD-330,  CPD-327,  CPD-382,  3-DEHYDRO-ALPHA-GLUCOSE,  StdMix2_75,  C02669,  C02692,  C00205,  C00204,  CPD-1242,  C00273,  CPD-827,  C02779,  HMDB03466,  DE-O-K-GLUCONATE,  C00198,  C16737"""
611,181.0668349,10.6739654283333,"bp|C13 isotope #1",0.987118493,NA,611,""
612,286.2220956,3.43559792,"hydrogen",0.950057114,NA,612,""
613,306.25614,3.52384033333333,"308.27-H2",0.967796514,NA,613,"""eicosatrienoic acid,  HMDB10378,  HMDB02925,  C13279,  C13278,  C13277,  C13276,  C13275,  C13274,  C13273,  C15058,  C15376,  C15399,  C03242,  C09072,  CPD-11423,  C14882,  eicosatrienoate,  C16522"""
614,387.0198066,8.88520191666667,"bp",0.980416527,1,614,""
615,110.0366663,5.30765592333333,"fragment?",0.944095895,NA,615,"""HMDB00957,  BENZOSEMIQUINONE,  C01751,  C01785,  C11115,  HMDB02434,  CPD-12561,  C15571,  HYDROQUINONE,  C00530,  CPD-623,  catechol,  C00090,  CATECHOL"""
616,117.0507481,5.00903588833333,"bp",0.908211762,1,616,""
617,290.2541002,3.422742795,"288.24+H2",0.959503134,NA,617,""
618,334.1436822,3.73920389333333,"bp|C13 isotope #1",0.947505717,NA,618,""
619,192.0271027,9.21510313833334,"bp",0.989752043,1,619,"""CPD0-1612,  CIT,  HMDB00094,  HMDB00193,  threo-d(s)-iso-citrate,  C03921,  C03600,  HMDB06511,  HMDB01874,  5-KETO-4-DEOXY-D-GLUCARATE,  THREO-DS-ISO-CITRATE,  C00451,  C00311,  C00679,  StdMix2_85,  CPD-13907,  HMDB05971,  C02780,  C00158,  C04617,  C04575"""
620,262.2222362,3.45944971666667,"260.21+H2",0.962814745,NA,620,""
621,299.2539876,3.46089521166667,"bp|C13 isotope #2",0.958374207,NA,621,""
622,148.0372205,10.6994340216667,"CO2",0.984651436,NA,622,"""L-XYLONO-14-LACTONE,  C06029,  C06032,  C06031,  HMDB00426,  HMDB00428,  HMDB00606,  HMDB00694,  C03826,  C01114,  C01087,  L-ARABINO-1-5-LACTONE,  C03196,  StdMix1_60,  C05405,  HMDB11676,  HMDB01900,  D-XYLONO-14-LACTONE,  C00816,  C00815,  C02994,  CPD-356,  C00684,  CPD-368,  CPD-360,  C00652,  C02612,  C02614,  C02630,  C02753,  C02754,  C02266,  CPD-13413"""
623,595.4899947,3.445513745,"593.47+H2",0.969370136,NA,623,""
624,137.8704645,10.0592058583333,"fragment?",0.979961626,NA,624,""
625,466.3659974,3.548728785,"double bond",0.97433394,NA,625,"""C15803,  C15804,  C15805,  C15806,  C15807,  CPD-724"""
626,820.5673978,3.94675026,"fragment?",0.979646001,NA,626,""
627,307.0654684,8.435990995,"potential bp",0.9598173,NA,627,""
628,251.2012422,3.44448932,"fragment?",0.956928139,NA,628,""
629,698.2994103,3.76356937,"potential bp",0.961061701,NA,629,""
630,220.1751619,3.57917152,"fragment?",0.973938974,NA,630,""
631,214.9712902,4.539280175,"fragment?",0.969815867,NA,631,""
632,168.9821983,5.93650037833333,"bp",0.99222395,1,632,""
633,357.9999473,10.2163098433333,"potential bp",0.937306877,NA,633,""
634,105.0506625,7.15945771666667,"bp",0.973924953,1,634,""
635,285.2434005,3.42857079166667,"283.23+H2",0.962911346,NA,635,""
636,269.7135481,3.51391247333333,"potential bp",0.967131889,NA,636,""
637,245.0729069,8.41317469,"potential bp|C13 isotope #1",0.969464256,NA,637,""
638,116.0109373,9.99862451,"fragment?",0.979756897,NA,638,"""FUM,  HMDB00176,  fumarate,  HMDB00134,  C01384,  StdMix1_53,  maleic acid,  StdMix3_9,  CPD-546,  C00122,  C02150"""
639,258.1832765,4.87297051166667,"fragment?",0.955273086,NA,639,"""methyl-tridecadioic acid,  tetradecanedioic acid,  HMDB00872,  C14260,  C14253"""
640,116.047358,6.4830622,"bp",0.974479735,1,640,"""C06255,  HMDB00720,  HMDB00019,  HMDB12233,  HMDB00310,  2-keto-isovalerate,  C03273,  CPD0-2053,  HMDB01865,  HMDB03771,  2-KETO-ISOVALERATE,  C00141,  C02233,  CPD-7705"""
641,349.0776214,8.67142737166666,"2M+Na",0.981016247,NA,641,""
642,244.069516,9.38332847666667,"bp",0.969039582,1,642,"""HMDB00767,  HMDB00296,  StdMix1_65,  CPD-497,  C00299,  C16745,  URIDINE,  C02067,  C02068,  C02069"""
643,265.1162065,8.72151903833333,"potential bp",0.940498114,NA,643,""
644,156.0059817,11.0417039833333,"bp",0.931812733,1,644,"""CPD-8742,  CPD-8720,  3-HYDROXY-CISCIS-MUCONATE,  CPD-11863,  HMDB04812,  CPD-9167,  CPD-246,  CPD-294,  CPD-88"""
645,184.1463684,3.90192498833333,"fragment?",0.974045655,NA,645,"""C08571,  C13912,  C13911,  C13910,  C13823,  C12295"""
646,226.0704019,7.411747145,"potential bp",0.989475495,NA,646,"""HMDB11105,  C16365"""
647,450.1575101,3.64212296333333,"bp",0.94659963,1,647,"PEPTIDE_563"
648,222.0196967,7.936118555,"potential bp",0.966629036,NA,648,""
649,184.1100244,4.02985788833333,"fragment?",0.962503509,NA,649,"""C06066,  C11405,  C11419,  CPD-10059,  CPD-10060,  C03843,  CPD-788,  CPD-789,  C04718"""
650,286.2782142,3.599240685,"potential bp",0.961448659,NA,650,""
651,132.0979919,8.755369535,"bp|C13 isotope #1",0.973762384,NA,651,""
652,131.9645495,10.1540974533333,"fragment?",0.991695757,NA,652,""
653,343.01946,4.380779285,"halogen (F) exchange (hydroxy)",0.959066281,NA,653,""
654,165.0719088,9.38683927166667,"fragment?",0.972417394,NA,654,""
655,284.7369253,3.46369181333333,"fragment?",0.954069957,NA,655,""
656,371.0853606,9.399773815,"bp",0.946328135,1,656,""
657,313.9217751,21.2404956833333,"potential bp",0.991514586,NA,657,""
658,292.0907693,10.17116768,"potential bp",0.954977492,NA,658,"C00284"
659,116.0473529,6.62255085333333,"bp",0.977109513,1,659,"""C06255,  HMDB00720,  HMDB00019,  HMDB12233,  HMDB00310,  2-keto-isovalerate,  C03273,  CPD0-2053,  HMDB01865,  HMDB03771,  2-KETO-ISOVALERATE,  C00141,  C02233,  CPD-7705"""
660,562.4968826,3.55791636,"bp",0.954621835,1,660,""
661,189.1188467,3.92605560333333,"+/-SO (sulfur compounds)",0.94745735,NA,661,"""C11081,  C17251,  CPDQT-350,  CPD-9360"""
662,843.564088,3.92362298166667,"845.58-H2",0.980289587,NA,662,""
663,97.9919941,22.6531295333333,"fragment?",0.987443752,NA,663,""
664,169.0316654,9.43410284833333,"bp|C13 isotope #1",0.979435003,NA,664,""
665,116.0109367,9.51473169833333,"bp",0.99512898,1,665,"""FUM,  HMDB00176,  fumarate,  HMDB00134,  C01384,  StdMix1_53,  maleic acid,  StdMix3_9,  CPD-546,  C00122,  C02150"""
666,131.9645444,10.1223964533333,"bp",0.98033681,1,666,""
667,102.0680016,7.01548196,"fragment?",0.91322591,NA,667,"""HMDB00892,  C08262,  HMDB00718,  CPD-10354,  HMDB02176,  C00803"""
668,136.9523828,22.8127284333333,"bp",0.988539345,1,668,""
669,298.1418118,4.93033146833333,"acetone condensation",0.892925697,NA,669,""
670,183.1385391,3.68111263333333,"bp",0.946037142,1,670,""
671,213.8421778,22.5174763166667,"bp",0.992118448,1,671,""
672,204.0723046,4.69834779,"potential bp",0.986063683,NA,672,"C07070"
673,147.9157095,6.855550715,"bp",0.978028053,1,673,""
674,195.9473943,22.6629415833333,"2M+Na",0.989085554,NA,674,""
675,125.9986985,8.64743181166667,"bp",0.977948075,1,675,"""C05123,  HMDB03903"""
676,312.9091078,22.8425993333333,"potential bp",0.979890666,NA,676,""
677,119.9589659,10.2565190816667,"potential bp",0.991021755,NA,677,""
678,474.4074005,3.77008769666667,"bp",0.972008759,1,678,""
679,484.0982444,9.26109832833333,"potential bp|C13 isotope #1",0.97769868,NA,679,""
680,205.0951571,8.66647404166667,"bp",0.973622426,1,680,"""C15480,  C15481"""
681,211.9389964,22.7957624166667,"potential bp|N15 isotope #1",0.979057698,NA,681,""
682,156.0091531,22.7834018,"bp",0.979469682,1,682,""
683,242.1883686,3.59232951666667,"bp",0.973899695,1,683,"HMDB10730"
684,145.118421,4.26565591333333,"bp|C13 isotope #1",0.978471446,NA,684,""
685,327.1362595,10.59026274,"hexose|C13 isotope #1",0.938976747,NA,685,""
686,218.8432038,9.22414604166667,"potential bp",0.976323744,NA,686,""
687,276.7394198,3.42356788166667,"fragment?",0.956420902,NA,687,""
688,194.1307389,3.91136199833333,"bp",0.974005102,1,688,"""C17002,  C16937,  C14305"""
689,150.0680918,4.74859221833333,"potential bp",0.968611201,NA,689,"""HMDB00764,  HMDB02237,  HMDB02222,  C01963,  C13349,  C13348,  C13347,  C13346,  C13345,  C13344,  C13343,  C13342,  C13354,  C13353,  C13352,  C13351,  C13350,  HMDB02097,  C15513,  CPD-6501,  C05629,  C17883,  HMDB11743,  CPD-1072,  HMDB03654,  C02646,  COUMARYL-ALCOHOL,  C16706"""
690,209.9931058,10.1104388516667,"212.01-H2",0.983317463,NA,690,"""CPD-10551,  CPD0-2467"""
691,198.0753842,8.23832402666667,"bp",0.995851683,1,691,"""HMDB04400,  C16366"""
692,155.0695152,10.46825939,"bp",0.988192418,1,692,"""HIS,  C06419,  HMDB00177,  C01162,  StdMix1_43,  CPD-12151,  histidine,  BACIMETHRIN,  C00769,  C00768,  STD_HISTIDINE,  CPD-670,  C00135"""
693,97.92928981,10.12281518,"potential bp",0.991100266,NA,693,""
694,268.2040068,3.54865914166667,"potential bp",0.967201724,NA,694,"3-oxo-2-pentyl-cyclopentanehexanoic acid"
695,448.3557029,3.51926156833333,"446.34+H2",0.974531128,NA,695,"""C15791,  C15793,  CPD-719,  CPD-716"""
696,151.0245383,8.16492313,"2M+Na",0.978993621,NA,696,""
697,575.4637414,3.43482844,"2-mer|C13 isotope #1",0.958809509,NA,697,""
698,241.1806704,3.63846865,"bp",0.95986832,1,698,"CPD-12642"
699,269.0842094,8.822482985,"bp|C13 isotope #1",0.951068309,NA,699,""
700,138.9927271,7.10940333666667,"halogen (F) exchange (hydroxy)",0.967907682,NA,700,""
701,118.0823024,9.52650161,"bp|C13 isotope #1",0.978698672,NA,701,""
702,264.6355401,4.46729801833333,"bp",0.979172095,1,702,""
